79,Low,WORLD,,900,,,1,World,0,2100,  246 223,  264 048,  285 484,  308 660,  330 153,  349 979,  366 636,  384 298,  407 631,  436 957,  462 070,  469 402,  457 146,  437 699,  426 113,  410 685,  393 925,  298 853,  177 472,  74 040,  21 563
79,Medium,WORLD,,900,,,1,World,0,2100,  557 424,  567 920,  580 463,  593 640,  604 963,  615 212,  620 761,  622 812,  623 860,  627 636,  630 122,  620 814,  597 046,  560 318,  511 514,  448 963,  393 925,  298 853,  177 472,  74 040,  21 563
79,High,WORLD,,900,,,1,World,0,2100, 1 078 146, 1 057 520, 1 035 834, 1 012 344,  988 627,  969 946,  950 266,  923 593,  886 999,  847 556,  810 523,  774 811,  737 079,  683 191,  597 004,  487 237,  393 925,  298 853,  177 472,  74 040,  21 563
